Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Effective Date1,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.,Customer1,UnMatched
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,1515 PROMENADE KENSINGTON,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,ÉDIFICEJ,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,801 PROMENADE DE L'AVIATION,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,1255 RUE PEMBROKE OUEST,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,1830 BOULEVARD PORTEBELLO,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,676 PROMENADE LAKERIDGE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,100 PROMENADE STONEHAVEN,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,411 PROMENADE SEYTON,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,5473 RUE ABBOT EST,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,349 RUE OLMSTEAD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,10 FINDLAY AVENUE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,45 PROMENADE JOHNSON,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,2540 KALADAR AVENUE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,704 CHEMIN CARSON,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,350 RUE DEN HAAG,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,651 PROMENADE CHAPMAN MILLS,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,1345 NOTTINGHILL AVENUE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,601 PROMENADE LONGFIELDS,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,614 PROMENADE EASTVALE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,1450 RUE DUFORD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,14 PROMENADE FOUR SEASONS,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,186 BARROW CRESCENT,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,35 MELROSE AVENUE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,4170 CHEMIN SPRATT,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,100 PROMENADE WALDEN,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,340 RUE YORK,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,3781 RUE 6TH,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,51 RUE VIRGINIA,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,306 RUE REID,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,2198 RUE ARCH,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,2599 RUE OLD INNES,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,5750 RUE BUCKLAND,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,6664 RUE CARRIÈRE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,9575 RUE MARIONVILLE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,1303 RUE FELLOWS,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,920 PARKHAVEN AVENUE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,801 PROMENADE DE L'AVIATION,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,880 PROMENADE THORNDALE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,1487 PROMENADE RIDGEBROOK,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,6030 PROMENADE VOYAGEUR,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,6280 RUE RENAUD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,6220 PROMENADE BEAUSEJOUR,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,1999 PROVENCE AVENUE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,623 RUE SMYTH,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,6588 RUE CARRIERE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,1110 PROMENADE LONGFIELDS,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,1257 RUE PEMBROKE OUEST,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,720 PROMENADE MERKLEY,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,181 RUE DONALD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,711 DALTON AVENUE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,4125 RUE NAVAN,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,4000 RUE LABELLE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,866 SCALA AVENUE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,1445 PROMENADE DUFORD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,ANNUAL INSPECTIONS-CECCE,CONTRACT1,,AI,100156,,09/20/2017,01/01/2020,01/01/2020,,,,,,,,,,4000 RUE LABELLE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100156,NA
,,,Inspections-OTTAWA COMMUNITY HOUSING,NON-CONTRACT,S001-B0003,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,123 AUGUSTA STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Inspections-OTTAWA COMMUNITY HOUSING,NON-CONTRACT,S093-B1246,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,29 VAN LANG PRIVATE,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Inspections-OTTAWA COMMUNITY HOUSING,NON-CONTRACT,S093-B1246,SAI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,29 VAN LANG PRIVATE,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S001-B0004,QIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,110 COBOURG STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S001-B0004,QIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,110 COBOURG STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S001-B0004,AIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,110 COBOURG STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S001-B0004,QIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,110 COBOURG STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S001-B0003,QIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,123 AUGUSTA STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S001-B0003,QIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,123 AUGUSTA STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S001-B0003,QIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,123 AUGUSTA STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S001-B0003,AIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,123 AUGUSTA STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S002-B0005,AIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,1030 AVENUE DU PERE-CHARLEBOIS,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S004-B0033,AIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,725 BERNARD STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S005-B0034,AIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,255 DONALD STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S006-B0035,AIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,205 GLADSTONE AVENUE,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S006-B0035,QIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,205 GLADSTONE AVENUE,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S006-B0035,QIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,205 GLADSTONE AVENUE,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S006-B0035,QIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,205 GLADSTONE AVENUE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S178-B0407,AIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,214-216 SOMERSET STREET EAST,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S178-B0408,AIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,218-224 SOMERSET STREET EAST,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S178-B0409,AIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,495-497 CUMBERLAND STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S178-B0410,AIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,48 BRUYERE STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S015-B0412,AIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,494 ALBERT STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S014-B0411,AIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,506 BRONSON AVENUE,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S016-B0413,AIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,303 KING EDWARD AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
,,,Quarterly and Annual Fire Drill inspections-OTTAWA COMMUNITY HOUSING,OCH FIRE DRILLS,S017-B0415,AIFD,NA,,04/19/2017,01/01/2020,01/01/2020,,,,,,,,,,84 WIGGINS PRIVATE,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,OTTAWA COMMUNITY HOUSING
